epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
561,413246,0.98307,1.43747,1.10544,0.83757,0.78337,0.83832,0.59401,0.81615,1.16517,1.0397,0.00412246,0.00412246,0.00412246
562,413977,0.98303,1.44077,1.10823,0.83759,0.78295,0.83821,0.59454,0.81617,1.16582,1.03968,0.00410719,0.00410719,0.00410719
563,414698,0.98502,1.44596,1.10699,0.83512,0.78536,0.83804,0.59385,0.81608,1.1667,1.03979,0.00409193,0.00409193,0.00409193
564,415427,0.98029,1.44106,1.10779,0.83475,0.78471,0.83816,0.59469,0.81584,1.16706,1.03968,0.00407668,0.00407668,0.00407668
565,416145,0.98143,1.44598,1.10729,0.83445,0.78557,0.83814,0.59452,0.81597,1.16741,1.03979,0.00406144,0.00406144,0.00406144
566,416879,0.97844,1.43038,1.10845,0.83135,0.78863,0.83834,0.59453,0.81625,1.1667,1.03988,0.0040462,0.0040462,0.0040462
567,417606,0.97916,1.43579,1.10714,0.83319,0.78654,0.83851,0.59468,0.81578,1.16635,1.03977,0.00403098,0.00403098,0.00403098
568,418344,0.98182,1.43368,1.10883,0.83376,0.78667,0.83864,0.59481,0.8157,1.16621,1.03973,0.00401577,0.00401577,0.00401577
569,419067,0.98145,1.44519,1.10633,0.83513,0.78649,0.8389,0.59498,0.81569,1.16481,1.03957,0.00400056,0.00400056,0.00400056
570,419798,0.97696,1.43767,1.10756,0.83528,0.78499,0.8388,0.59421,0.81593,1.16374,1.03983,0.00398537,0.00398537,0.00398537
571,420519,0.98236,1.44515,1.10288,0.83723,0.78376,0.83867,0.5943,0.81584,1.16354,1.03983,0.00397019,0.00397019,0.00397019
572,421244,0.97428,1.42982,1.09441,0.83732,0.78449,0.83894,0.59408,0.81608,1.16116,1.03975,0.00395502,0.00395502,0.00395502
573,421972,0.97524,1.42996,1.09344,0.8347,0.7858,0.83899,0.59528,0.81604,1.15915,1.03966,0.00393986,0.00393986,0.00393986
574,422702,0.97293,1.42428,1.09159,0.83312,0.78727,0.8389,0.59499,0.81601,1.15671,1.03951,0.00392471,0.00392471,0.00392471
575,423432,0.96825,1.41237,1.0918,0.833,0.78684,0.83908,0.59568,0.81572,1.15687,1.03928,0.00390957,0.00390957,0.00390957
576,424158,0.97226,1.42065,1.09231,0.83592,0.78766,0.83915,0.59561,0.81578,1.15742,1.03906,0.00389445,0.00389445,0.00389445
577,424892,0.96782,1.41356,1.09076,0.83683,0.78507,0.83884,0.59589,0.81601,1.1578,1.0389,0.00387933,0.00387933,0.00387933
578,425611,0.97034,1.4153,1.09097,0.83668,0.78618,0.83905,0.59586,0.81584,1.15678,1.03865,0.00386423,0.00386423,0.00386423
579,426340,0.97187,1.41722,1.09292,0.83685,0.78692,0.83926,0.59584,0.81573,1.15653,1.03853,0.00384913,0.00384913,0.00384913
580,427072,0.96693,1.41457,1.09158,0.83803,0.78721,0.84023,0.59608,0.81524,1.15685,1.03825,0.00383405,0.00383405,0.00383405
581,427799,0.96536,1.41355,1.08928,0.83423,0.78578,0.83981,0.59679,0.815,1.15463,1.03817,0.00381899,0.00381899,0.00381899
582,428525,0.96794,1.40535,1.08883,0.83478,0.78656,0.84004,0.59743,0.81464,1.15507,1.03775,0.00380393,0.00380393,0.00380393
583,429246,0.97146,1.4105,1.09041,0.83612,0.78643,0.84052,0.59805,0.81422,1.15542,1.0374,0.00378888,0.00378888,0.00378888
584,429977,0.97101,1.41529,1.09098,0.83706,0.78427,0.84066,0.59761,0.814,1.15466,1.03726,0.00377385,0.00377385,0.00377385
585,430706,0.962,1.39938,1.08718,0.8385,0.78325,0.84085,0.59783,0.81398,1.15432,1.03707,0.00375883,0.00375883,0.00375883
586,431433,0.96184,1.39904,1.08765,0.83708,0.78106,0.84019,0.59765,0.8136,1.15493,1.03697,0.00374383,0.00374383,0.00374383
587,432159,0.96548,1.40128,1.08886,0.83609,0.78332,0.84075,0.59841,0.81357,1.15609,1.0366,0.00372884,0.00372884,0.00372884
588,432888,0.96529,1.39637,1.09053,0.83712,0.78239,0.84027,0.59832,0.81343,1.1573,1.03638,0.00371385,0.00371385,0.00371385
589,433611,0.96827,1.416,1.09079,0.83527,0.78386,0.84091,0.59834,0.81288,1.1581,1.03608,0.00369889,0.00369889,0.00369889
590,434332,0.96623,1.40408,1.08821,0.83751,0.78188,0.84061,0.59877,0.81289,1.15938,1.0358,0.00368393,0.00368393,0.00368393
591,435052,0.9607,1.39557,1.08474,0.83949,0.78184,0.84054,0.59854,0.81248,1.16144,1.0354,0.00366899,0.00366899,0.00366899
592,435776,0.96304,1.399,1.0869,0.83775,0.78236,0.84027,0.5986,0.81231,1.16231,1.03503,0.00365407,0.00365407,0.00365407
593,436504,0.96256,1.39787,1.08698,0.83427,0.78432,0.84027,0.59853,0.81244,1.16457,1.03475,0.00363915,0.00363915,0.00363915
594,437233,0.95979,1.3913,1.08391,0.83315,0.78225,0.8407,0.59906,0.81212,1.16854,1.0346,0.00362426,0.00362426,0.00362426
595,437963,0.96381,1.39269,1.08862,0.83049,0.78417,0.84145,0.59869,0.81183,1.17037,1.03418,0.00360937,0.00360937,0.00360937
596,438681,0.9613,1.39904,1.08542,0.83115,0.78447,0.84187,0.59934,0.81198,1.17267,1.03399,0.0035945,0.0035945,0.0035945
597,439405,0.96076,1.38669,1.08534,0.83321,0.78297,0.84219,0.59942,0.81185,1.17494,1.03383,0.00357964,0.00357964,0.00357964
598,440122,0.96204,1.39542,1.08808,0.83495,0.7818,0.84243,0.59944,0.81187,1.17825,1.03368,0.0035648,0.0035648,0.0035648
599,440846,0.95891,1.38682,1.08619,0.83394,0.78206,0.84225,0.59905,0.81205,1.17849,1.03347,0.00354998,0.00354998,0.00354998
600,441569,0.96241,1.38967,1.08805,0.83676,0.78341,0.84261,0.59889,0.81201,1.18052,1.03305,0.00353516,0.00353516,0.00353516
601,442289,0.95846,1.38026,1.08349,0.83698,0.78222,0.84243,0.59938,0.81212,1.18029,1.03274,0.00352037,0.00352037,0.00352037
602,443021,0.95923,1.3911,1.0839,0.83769,0.78354,0.84219,0.59976,0.81195,1.18153,1.03238,0.00350558,0.00350558,0.00350558
603,443742,0.95779,1.38046,1.08644,0.83915,0.78284,0.84205,0.59927,0.81158,1.18144,1.03183,0.00349082,0.00349082,0.00349082
604,444472,0.9617,1.39769,1.08864,0.83827,0.78517,0.84243,0.59898,0.81151,1.1817,1.03154,0.00347607,0.00347607,0.00347607
605,445199,0.95353,1.36834,1.08067,0.84302,0.7809,0.84287,0.59956,0.81164,1.18264,1.03128,0.00346133,0.00346133,0.00346133
606,445931,0.95832,1.38385,1.08784,0.84465,0.78176,0.84328,0.60098,0.81157,1.18188,1.03089,0.00344661,0.00344661,0.00344661
607,446652,0.95713,1.38446,1.08394,0.84444,0.78141,0.84326,0.60046,0.81155,1.18266,1.03064,0.0034319,0.0034319,0.0034319
608,447371,0.96374,1.38846,1.08654,0.84091,0.78292,0.84331,0.60096,0.81091,1.18143,1.03005,0.00341722,0.00341722,0.00341722
609,448095,0.95736,1.37561,1.08562,0.83833,0.78473,0.84373,0.59975,0.81048,1.17943,1.02936,0.00340254,0.00340254,0.00340254
610,448820,0.95055,1.3717,1.08109,0.83703,0.78468,0.84327,0.60025,0.80987,1.17794,1.02871,0.00338789,0.00338789,0.00338789
611,449540,0.95841,1.37898,1.08339,0.83962,0.78418,0.84375,0.60056,0.8095,1.17598,1.02833,0.00337325,0.00337325,0.00337325
612,450261,0.95329,1.37347,1.08231,0.83889,0.78443,0.8441,0.60107,0.80924,1.17402,1.02782,0.00335862,0.00335862,0.00335862
613,450984,0.95433,1.38024,1.08201,0.84208,0.78323,0.84455,0.60085,0.80923,1.17372,1.02743,0.00334402,0.00334402,0.00334402
614,451707,0.95505,1.3725,1.08301,0.84061,0.78414,0.84425,0.60151,0.80908,1.17298,1.02706,0.00332943,0.00332943,0.00332943
615,452429,0.95465,1.37459,1.08146,0.83915,0.78524,0.84368,0.60183,0.80871,1.17136,1.02648,0.00331486,0.00331486,0.00331486
616,453158,0.95081,1.3608,1.08099,0.84189,0.78446,0.844,0.60219,0.80853,1.17012,1.02619,0.0033003,0.0033003,0.0033003
617,453877,0.95063,1.36627,1.08167,0.84402,0.7845,0.84398,0.60229,0.80836,1.1664,1.02585,0.00328576,0.00328576,0.00328576
618,454601,0.9495,1.37312,1.07956,0.84346,0.78733,0.84403,0.60242,0.80836,1.16349,1.02557,0.00327124,0.00327124,0.00327124
619,455320,0.94954,1.36731,1.07972,0.84333,0.78755,0.84374,0.60225,0.80813,1.16205,1.02518,0.00325674,0.00325674,0.00325674
620,456049,0.95209,1.36423,1.08108,0.84411,0.78758,0.84389,0.60248,0.80815,1.16099,1.02481,0.00324225,0.00324225,0.00324225
621,456781,0.94992,1.35864,1.08048,0.84555,0.78705,0.8432,0.60216,0.80825,1.16079,1.02455,0.00322778,0.00322778,0.00322778
622,457509,0.9534,1.36939,1.084,0.84878,0.78427,0.84324,0.60185,0.80803,1.16007,1.02433,0.00321333,0.00321333,0.00321333
623,458247,0.94925,1.36174,1.08328,0.84903,0.7849,0.84345,0.60116,0.80786,1.16003,1.02415,0.0031989,0.0031989,0.0031989
624,458980,0.94688,1.35409,1.08034,0.84839,0.78514,0.84369,0.60125,0.80784,1.15921,1.0241,0.00318449,0.00318449,0.00318449
625,459702,0.95157,1.36519,1.08147,0.84809,0.78379,0.84299,0.60095,0.8078,1.15996,1.02368,0.00317009,0.00317009,0.00317009
626,460426,0.95112,1.3663,1.0829,0.84947,0.78199,0.84313,0.60055,0.80781,1.16039,1.02371,0.00315572,0.00315572,0.00315572
627,461509,0.94762,1.35956,1.07853,0.84784,0.78078,0.8431,0.60044,0.80743,1.16218,1.0232,0.00314136,0.00314136,0.00314136
628,462814,0.94902,1.362,1.08075,0.84696,0.78197,0.84343,0.60109,0.80725,1.16093,1.02274,0.00312702,0.00312702,0.00312702
629,464329,0.9475,1.35289,1.07873,0.8484,0.7808,0.84408,0.60132,0.80687,1.15999,1.02228,0.0031127,0.0031127,0.0031127
630,465971,0.94593,1.35696,1.08002,0.84949,0.78088,0.84419,0.60123,0.80668,1.16003,1.02211,0.0030984,0.0030984,0.0030984
631,467592,0.94751,1.35768,1.07995,0.84672,0.78137,0.84339,0.60008,0.80664,1.15851,1.02185,0.00308412,0.00308412,0.00308412
632,469203,0.94519,1.34782,1.07885,0.84742,0.78087,0.84408,0.60066,0.8067,1.15748,1.02168,0.00306986,0.00306986,0.00306986
633,470772,0.94796,1.35794,1.07968,0.84912,0.78016,0.84419,0.60117,0.80636,1.15575,1.02134,0.00305561,0.00305561,0.00305561
634,472362,0.94642,1.34835,1.07865,0.84946,0.78146,0.84413,0.60196,0.80614,1.15543,1.02097,0.00304139,0.00304139,0.00304139
635,473949,0.94468,1.34272,1.07621,0.84849,0.78322,0.84498,0.60128,0.80644,1.15502,1.02105,0.00302719,0.00302719,0.00302719
636,475557,0.94577,1.34288,1.07896,0.84922,0.78275,0.84519,0.60224,0.80669,1.15528,1.02119,0.003013,0.003013,0.003013
637,477237,0.94736,1.35551,1.07786,0.84811,0.78324,0.84537,0.60189,0.8067,1.15433,1.02107,0.00299884,0.00299884,0.00299884
638,478855,0.94828,1.35242,1.07886,0.8493,0.78428,0.8458,0.60251,0.80721,1.15332,1.02141,0.0029847,0.0029847,0.0029847
639,479588,0.94438,1.3406,1.07873,0.84908,0.78474,0.84568,0.60135,0.80711,1.15186,1.02136,0.00297058,0.00297058,0.00297058
640,480320,0.94166,1.33762,1.07539,0.84902,0.78494,0.84574,0.60177,0.80712,1.15019,1.02128,0.00295647,0.00295647,0.00295647
641,481055,0.93958,1.33601,1.07772,0.84759,0.78588,0.84587,0.60178,0.80677,1.14946,1.02098,0.00294239,0.00294239,0.00294239
642,481779,0.94305,1.34031,1.07436,0.84618,0.78774,0.84596,0.60164,0.80692,1.14868,1.021,0.00292833,0.00292833,0.00292833
643,482511,0.94351,1.33842,1.07769,0.84465,0.79005,0.84644,0.60292,0.80718,1.14492,1.02124,0.00291429,0.00291429,0.00291429
644,483233,0.94152,1.34337,1.07906,0.84261,0.79106,0.84699,0.60272,0.80717,1.14423,1.02153,0.00290027,0.00290027,0.00290027
645,483965,0.94423,1.32906,1.0772,0.84156,0.79252,0.84731,0.60271,0.80701,1.14246,1.02143,0.00288628,0.00288628,0.00288628
646,484692,0.94029,1.32742,1.07308,0.84017,0.79323,0.84744,0.60317,0.80711,1.14302,1.02151,0.0028723,0.0028723,0.0028723
647,485423,0.94089,1.33224,1.07909,0.84574,0.79044,0.84802,0.60353,0.80744,1.14162,1.02168,0.00285835,0.00285835,0.00285835
648,486153,0.94451,1.33771,1.07698,0.8459,0.7889,0.84792,0.60413,0.80722,1.14136,1.02141,0.00284441,0.00284441,0.00284441
649,486885,0.93794,1.32572,1.07483,0.8451,0.78994,0.84828,0.60344,0.80694,1.13955,1.02157,0.0028305,0.0028305,0.0028305
650,487640,0.94077,1.33062,1.07578,0.84582,0.7898,0.84836,0.60429,0.80708,1.13954,1.02141,0.00281661,0.00281661,0.00281661
651,488591,0.94016,1.32294,1.07468,0.84554,0.7882,0.84882,0.6033,0.80655,1.14018,1.02116,0.00280275,0.00280275,0.00280275
652,489324,0.93827,1.3304,1.07669,0.84235,0.79178,0.84865,0.60354,0.80648,1.13876,1.02125,0.0027889,0.0027889,0.0027889
653,490050,0.93924,1.32495,1.0739,0.84319,0.79034,0.84861,0.60345,0.80628,1.13824,1.0211,0.00277508,0.00277508,0.00277508
654,490776,0.93951,1.32923,1.0767,0.84239,0.79098,0.8485,0.60416,0.8062,1.1378,1.0211,0.00276128,0.00276128,0.00276128
655,491503,0.93668,1.31872,1.07378,0.84193,0.78928,0.84824,0.60431,0.80624,1.13686,1.02099,0.0027475,0.0027475,0.0027475
656,492256,0.9397,1.32123,1.07532,0.84302,0.78656,0.84834,0.60456,0.80626,1.13526,1.02091,0.00273375,0.00273375,0.00273375
657,492991,0.93563,1.31971,1.07309,0.84285,0.78671,0.84863,0.60453,0.80631,1.13378,1.02081,0.00272002,0.00272002,0.00272002
658,493721,0.93485,1.31706,1.07195,0.83816,0.78906,0.84879,0.60502,0.80615,1.13255,1.02066,0.00270631,0.00270631,0.00270631
659,494444,0.93751,1.31855,1.07448,0.83387,0.79267,0.84905,0.6056,0.80626,1.13098,1.02073,0.00269262,0.00269262,0.00269262
660,495173,0.93618,1.31394,1.07364,0.83936,0.7918,0.84955,0.60568,0.80653,1.12863,1.0208,0.00267896,0.00267896,0.00267896
661,495906,0.93107,1.31063,1.0723,0.83782,0.7916,0.84891,0.60469,0.8061,1.1294,1.02053,0.00266532,0.00266532,0.00266532
662,496629,0.93558,1.31605,1.07427,0.84121,0.78831,0.8489,0.6057,0.80576,1.12912,1.02047,0.0026517,0.0026517,0.0026517
663,497366,0.93329,1.30144,1.07268,0.8399,0.78747,0.84853,0.60551,0.8061,1.12858,1.02071,0.00263811,0.00263811,0.00263811
664,498096,0.93463,1.3143,1.07479,0.84561,0.78382,0.84856,0.60487,0.80621,1.1282,1.02081,0.00262454,0.00262454,0.00262454
665,498825,0.93466,1.31861,1.07188,0.84804,0.78227,0.8482,0.60489,0.80566,1.12812,1.02054,0.002611,0.002611,0.002611
666,499547,0.93445,1.30961,1.07106,0.84868,0.78244,0.84778,0.60521,0.8056,1.12791,1.02045,0.00259748,0.00259748,0.00259748
667,500280,0.92683,1.29993,1.06791,0.84735,0.78304,0.84752,0.60553,0.80547,1.12755,1.02026,0.00258398,0.00258398,0.00258398
668,501002,0.93462,1.31004,1.07123,0.84818,0.78427,0.84686,0.60496,0.80527,1.12588,1.02014,0.00257051,0.00257051,0.00257051
669,501729,0.9326,1.30971,1.07113,0.84726,0.78532,0.84697,0.605,0.80504,1.12516,1.02011,0.00255707,0.00255707,0.00255707
670,502451,0.93522,1.31683,1.06945,0.84442,0.78742,0.84664,0.60462,0.80489,1.12503,1.01984,0.00254364,0.00254364,0.00254364
671,503186,0.93214,1.30698,1.07123,0.84623,0.78579,0.84658,0.60375,0.80504,1.12442,1.01982,0.00253024,0.00253024,0.00253024
672,503911,0.93295,1.30423,1.07034,0.84492,0.78544,0.84647,0.60389,0.80477,1.12386,1.01963,0.00251687,0.00251687,0.00251687
673,504638,0.92862,1.30126,1.06727,0.84492,0.78561,0.84629,0.60343,0.80444,1.12255,1.01957,0.00250352,0.00250352,0.00250352
674,505377,0.9291,1.30219,1.06913,0.84363,0.78544,0.84616,0.60373,0.8046,1.12121,1.01942,0.0024902,0.0024902,0.0024902
675,506128,0.93063,1.29674,1.07089,0.84502,0.78654,0.84657,0.6036,0.80462,1.121,1.01949,0.0024769,0.0024769,0.0024769
676,506871,0.93131,1.30676,1.06951,0.84082,0.78826,0.84622,0.60476,0.80477,1.12285,1.01956,0.00246363,0.00246363,0.00246363
677,507619,0.92942,1.29715,1.07019,0.8405,0.78896,0.8457,0.60374,0.80507,1.12539,1.01939,0.00245039,0.00245039,0.00245039
678,508364,0.92562,1.29459,1.06749,0.8415,0.78716,0.84563,0.60412,0.80516,1.12648,1.0194,0.00243716,0.00243716,0.00243716
679,509109,0.93043,1.2984,1.06886,0.83868,0.7903,0.84605,0.60441,0.80541,1.12729,1.01931,0.00242397,0.00242397,0.00242397
680,509847,0.93072,1.2951,1.06865,0.83907,0.78913,0.84607,0.60429,0.80576,1.12741,1.01933,0.0024108,0.0024108,0.0024108
681,510595,0.93152,1.29695,1.0693,0.83852,0.78929,0.84635,0.6044,0.8058,1.12754,1.01935,0.00239766,0.00239766,0.00239766
682,511343,0.9275,1.29445,1.06669,0.84,0.789,0.8468,0.60444,0.80583,1.12621,1.01939,0.00238454,0.00238454,0.00238454
683,512081,0.92651,1.28985,1.06775,0.84307,0.78835,0.84692,0.60452,0.80575,1.1255,1.01913,0.00237145,0.00237145,0.00237145
684,512821,0.9261,1.2919,1.06742,0.84322,0.78934,0.84697,0.60423,0.80598,1.12488,1.0189,0.00235839,0.00235839,0.00235839
685,513573,0.92251,1.28447,1.06555,0.84287,0.79165,0.84765,0.60453,0.80589,1.1249,1.01884,0.00234535,0.00234535,0.00234535
686,514316,0.92398,1.28404,1.06598,0.83862,0.79229,0.84721,0.60356,0.80561,1.12603,1.01865,0.00233234,0.00233234,0.00233234
687,515062,0.91838,1.26907,1.06312,0.83611,0.79589,0.84748,0.6039,0.80538,1.12717,1.01871,0.00231935,0.00231935,0.00231935
688,515800,0.92377,1.28772,1.06563,0.8391,0.79197,0.84747,0.60434,0.80494,1.12596,1.01844,0.0023064,0.0023064,0.0023064
689,516531,0.92234,1.28537,1.06396,0.83508,0.7947,0.84756,0.60352,0.80484,1.12448,1.01844,0.00229347,0.00229347,0.00229347
690,517269,0.92412,1.28497,1.06593,0.83334,0.79498,0.84712,0.60424,0.80514,1.12534,1.01834,0.00228056,0.00228056,0.00228056
691,518017,0.92549,1.28309,1.069,0.84477,0.78852,0.847,0.60354,0.80495,1.12742,1.01821,0.00226769,0.00226769,0.00226769
692,518766,0.92494,1.28211,1.06534,0.82355,0.80119,0.84719,0.60421,0.80505,1.12961,1.01828,0.00225484,0.00225484,0.00225484
693,519511,0.9206,1.27006,1.06222,0.82487,0.79976,0.84675,0.60387,0.8053,1.1308,1.01843,0.00224202,0.00224202,0.00224202
694,520253,0.92628,1.27532,1.06535,0.82685,0.79959,0.84647,0.60361,0.80545,1.1301,1.0184,0.00222923,0.00222923,0.00222923
695,520967,0.91917,1.26599,1.0607,0.82008,0.80505,0.8463,0.60332,0.80562,1.12965,1.01842,0.00221646,0.00221646,0.00221646
696,521698,0.91933,1.27101,1.06277,0.8254,0.79924,0.84539,0.60321,0.80546,1.12897,1.01844,0.00220372,0.00220372,0.00220372
697,522424,0.92155,1.26841,1.06312,0.82173,0.80064,0.84568,0.60343,0.80566,1.12856,1.01858,0.00219102,0.00219102,0.00219102
698,523155,0.91908,1.27194,1.06449,0.8264,0.7961,0.84595,0.60336,0.80558,1.12734,1.01859,0.00217833,0.00217833,0.00217833
699,523885,0.91829,1.25657,1.06164,0.82344,0.80036,0.84667,0.60364,0.80535,1.12625,1.0184,0.00216568,0.00216568,0.00216568
700,524614,0.9212,1.27213,1.06415,0.82722,0.79668,0.84712,0.60435,0.80505,1.12607,1.01831,0.00215306,0.00215306,0.00215306
701,525340,0.91852,1.26383,1.06267,0.82445,0.79914,0.8473,0.60462,0.80513,1.12253,1.01849,0.00214046,0.00214046,0.00214046
702,526071,0.92032,1.27042,1.06541,0.82557,0.79866,0.84711,0.60431,0.80526,1.12146,1.01847,0.0021279,0.0021279,0.0021279
703,526801,0.92054,1.26665,1.0623,0.82497,0.80146,0.84718,0.60473,0.8053,1.12055,1.01837,0.00211536,0.00211536,0.00211536
704,527527,0.91553,1.25887,1.0597,0.82114,0.80631,0.84753,0.6044,0.80553,1.1187,1.01852,0.00210285,0.00210285,0.00210285
705,528256,0.91735,1.26254,1.0618,0.81947,0.80625,0.84712,0.6053,0.80566,1.11741,1.01838,0.00209037,0.00209037,0.00209037
706,528984,0.91461,1.25165,1.0611,0.83578,0.79392,0.84811,0.6057,0.80592,1.11768,1.01834,0.00207792,0.00207792,0.00207792
707,529713,0.91221,1.25186,1.06024,0.83089,0.79939,0.84854,0.60568,0.80579,1.11797,1.01816,0.0020655,0.0020655,0.0020655
708,530438,0.91452,1.2607,1.05902,0.8376,0.79306,0.8484,0.60636,0.8055,1.11849,1.01784,0.00205311,0.00205311,0.00205311
709,531165,0.91248,1.24682,1.05928,0.84334,0.78928,0.84699,0.60529,0.80562,1.11693,1.01784,0.00204075,0.00204075,0.00204075
710,531893,0.91247,1.25271,1.06028,0.8412,0.79264,0.84786,0.60579,0.80528,1.11585,1.01759,0.00202841,0.00202841,0.00202841
711,532629,0.91108,1.24699,1.06036,0.84308,0.78979,0.84741,0.60538,0.80528,1.11427,1.01751,0.00201611,0.00201611,0.00201611
712,533356,0.90988,1.24282,1.05796,0.83478,0.79546,0.84746,0.60599,0.80528,1.11292,1.01745,0.00200384,0.00200384,0.00200384
713,534079,0.91312,1.2482,1.05747,0.8286,0.80198,0.84744,0.60609,0.80579,1.11331,1.01758,0.00199159,0.00199159,0.00199159
714,534808,0.90983,1.24045,1.05686,0.83281,0.79822,0.84783,0.60639,0.80609,1.11261,1.01763,0.00197938,0.00197938,0.00197938
715,535535,0.91002,1.24197,1.05772,0.83174,0.80023,0.84862,0.60564,0.80598,1.11224,1.01739,0.0019672,0.0019672,0.0019672
716,536264,0.90927,1.23921,1.05736,0.83476,0.80072,0.84907,0.60591,0.80634,1.11202,1.01746,0.00195505,0.00195505,0.00195505
717,536995,0.91029,1.2427,1.05856,0.8342,0.80087,0.84865,0.60664,0.80672,1.11241,1.01764,0.00194293,0.00194293,0.00194293
718,537716,0.91288,1.24921,1.0577,0.83978,0.79578,0.84896,0.60696,0.80708,1.11386,1.01784,0.00193084,0.00193084,0.00193084
719,538441,0.9107,1.24152,1.05874,0.84135,0.79586,0.84902,0.60641,0.80723,1.11504,1.01793,0.00191878,0.00191878,0.00191878
720,539175,0.90555,1.22371,1.05616,0.84272,0.79379,0.84911,0.60673,0.80733,1.11561,1.01795,0.00190675,0.00190675,0.00190675
721,539902,0.90776,1.23335,1.05631,0.84252,0.79417,0.84957,0.60702,0.80755,1.11469,1.01793,0.00189475,0.00189475,0.00189475
722,540632,0.90572,1.22762,1.0559,0.84818,0.79352,0.85013,0.6073,0.80747,1.11425,1.01793,0.00188278,0.00188278,0.00188278
723,541358,0.90355,1.22672,1.05372,0.8483,0.79253,0.85,0.60736,0.80772,1.11351,1.01785,0.00187085,0.00187085,0.00187085
724,542079,0.91031,1.23559,1.05601,0.84602,0.79383,0.85029,0.60799,0.80757,1.11125,1.01765,0.00185895,0.00185895,0.00185895
725,542809,0.90447,1.21805,1.05396,0.84469,0.79411,0.85013,0.60793,0.80793,1.11065,1.01776,0.00184707,0.00184707,0.00184707
726,543530,0.90695,1.23271,1.05635,0.8466,0.7929,0.85088,0.60885,0.80818,1.11032,1.01804,0.00183523,0.00183523,0.00183523
727,544258,0.90258,1.22281,1.05521,0.84668,0.79362,0.85092,0.60857,0.8082,1.11017,1.01791,0.00182342,0.00182342,0.00182342
728,544978,0.90475,1.22901,1.0541,0.84649,0.79532,0.8508,0.60894,0.8083,1.10913,1.01782,0.00181165,0.00181165,0.00181165
729,545714,0.90528,1.22326,1.05527,0.84833,0.79387,0.85099,0.60972,0.80875,1.10983,1.01784,0.0017999,0.0017999,0.0017999
730,546434,0.90455,1.22086,1.05449,0.84552,0.79472,0.85139,0.61011,0.80897,1.11012,1.01776,0.00178819,0.00178819,0.00178819
731,547168,0.9031,1.21937,1.05423,0.84447,0.79547,0.85133,0.61089,0.80896,1.10911,1.01773,0.00177651,0.00177651,0.00177651
732,547898,0.90131,1.212,1.05327,0.83863,0.79645,0.8506,0.61085,0.8087,1.10895,1.0176,0.00176486,0.00176486,0.00176486
733,548618,0.90388,1.21907,1.05247,0.83964,0.79893,0.85117,0.61127,0.8088,1.10889,1.0176,0.00175324,0.00175324,0.00175324
734,549347,0.90128,1.21642,1.05161,0.83829,0.79885,0.85049,0.611,0.80908,1.1105,1.01754,0.00174166,0.00174166,0.00174166
735,550069,0.90188,1.21123,1.05255,0.84036,0.79801,0.85029,0.61133,0.80943,1.1112,1.01763,0.00173011,0.00173011,0.00173011
736,550798,0.89977,1.20887,1.05195,0.83486,0.802,0.85055,0.61123,0.80954,1.11186,1.01783,0.00171859,0.00171859,0.00171859
737,551519,0.90054,1.20968,1.05168,0.83447,0.80089,0.85043,0.61035,0.8099,1.11211,1.01788,0.0017071,0.0017071,0.0017071
738,552250,0.89503,1.20114,1.04978,0.83515,0.79909,0.85047,0.60998,0.80984,1.11224,1.01788,0.00169565,0.00169565,0.00169565
739,552971,0.90056,1.21063,1.05163,0.83622,0.7985,0.85025,0.60968,0.81028,1.11418,1.01811,0.00168423,0.00168423,0.00168423
740,553698,0.90139,1.20916,1.05194,0.83382,0.80158,0.85011,0.61058,0.81012,1.11354,1.01818,0.00167284,0.00167284,0.00167284
741,554428,0.89901,1.19485,1.05161,0.83969,0.79782,0.85006,0.61014,0.81043,1.11445,1.01844,0.00166149,0.00166149,0.00166149
742,555190,0.89876,1.20328,1.05048,0.83278,0.80155,0.85002,0.61001,0.81032,1.11403,1.0184,0.00165017,0.00165017,0.00165017
743,555932,0.89042,1.18942,1.04765,0.83536,0.79857,0.84988,0.6101,0.81064,1.11329,1.01852,0.00163889,0.00163889,0.00163889
744,556651,0.9014,1.20396,1.04865,0.83385,0.80046,0.84989,0.61122,0.8107,1.11093,1.0186,0.00162763,0.00162763,0.00162763
745,557385,0.89606,1.19068,1.04886,0.83799,0.79568,0.84961,0.61039,0.81037,1.11155,1.01846,0.00161642,0.00161642,0.00161642
746,558126,0.88999,1.18971,1.0468,0.83465,0.79695,0.84974,0.60988,0.81055,1.11249,1.01856,0.00160523,0.00160523,0.00160523
747,558856,0.89644,1.20076,1.0494,0.83841,0.7936,0.8496,0.60976,0.81061,1.11199,1.01862,0.00159408,0.00159408,0.00159408
748,559585,0.89097,1.19616,1.04658,0.84389,0.78868,0.84876,0.60978,0.81042,1.1117,1.0185,0.00158296,0.00158296,0.00158296
749,560314,0.89335,1.1865,1.0472,0.84417,0.78752,0.84872,0.60975,0.81086,1.11231,1.01871,0.00157188,0.00157188,0.00157188
750,561044,0.89323,1.18797,1.04759,0.83543,0.79941,0.84925,0.60937,0.81063,1.11111,1.01851,0.00156083,0.00156083,0.00156083
